Code,Name,Type,Latitude,Longitude,Sector,Open/Closed,State,Local_Hospital_Network_(LHN),Primary_Health_Network_area_(PHN),Min_Beds,Max_Beds,Website,Elective_Surgery_High_Level,Elective_Surgery_Low_Level,Establishment_ID,Medicare_provider_no,Network_code,Hospital_Network,Remoteness_area,Number_of_available_beds,Peer_group_name,Establishments_data,Morbidity_data,Emergency_department_data,Elective_Surgery_Waiting_times_data,Non_admitted_patient_aggregate_data,IHPA_funding_designation,Phone_number,Street_address,Suburb,Postcode
H0648,Hedland Health Campus,Hospital,-20.413541,118.598178,Public,Open,Western Australia,WA Country Health Service,Country WA,50,99,www.health.wa.gov.au/services/detail.cfm?Unit_ID=152,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Other surgery,Urology,","Adenoidectomy,Anterior cruciate ligament reconstruction,Arthroscopy,Bartholin's cyst - removal of,Breast lump - excision and/or biopsy,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Curettage and evacuation of uterus,Cystoscopy,Dialysis access surgery,Diathermy of wart/s,Endometrial ablation,Epididymal cyst - removal of,Female sterilisation,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Myringoplasty/tympanoplasty,Myringotomy,Myringotomy (without insertion of grommets),Parotidectomy/submandibular gland - excision of,Pressure equalising tubes (grommets) - insertion of,Pterygium - excision of,Ptosis - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Skin lesion - excision of,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Turbinectomy,Vaginal repair - anterior/posterior,Varicose veins treatment,",510500131,0071600J,503,WA Country Health Service,Remote,64,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,08 9174 1410,34 Colebatch Way,South Hedland,6722
H0101,Kurri Kurri Hospital,Hospital,-32.825017,151.463018,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,50,50,,"Ear, nose and throat surgery,General surgery,Ophthalmology,","Blepharoplasty,Cataract extraction (with or without intra-ocular lens insertion),Chalazion - excision of,Dacryocystorhinostomy,Ectropion - correction of,Exostosis - excision of,Functional endoscopic sinus surgery,Herniorrhaphy,Mastoidectomy,Microlaryngoscopy,Myringotomy,Myringotomy (without insertion of grommets),Parotidectomy/submandibular gland - excision of,Pressure equalising tubes (grommets) - insertion of,Pterygium - excision of,Ptosis - repair of,Rhinoplasty,Septoplasty,Skin lesion - excision of,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Trabeculectomy,Turbinectomy,Vitrectomy (including buckling/cryotherapy),",1180Q2050,0011540L,109,Hunter New England,Major Cities,64.1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,02 4936 3200,432 Lang Street,Kurri Kurri,2327
H0280,Swan Hill District Health [Swan Hill],Hospital,-35.340588,143.556514,Public,Open,Victoria,Swan Hill District Health,Murray,50,50,www.shdh.org.au,,,210301491,0,212,Swan Hill District Health,Outer Regional,66,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital,03 5033 9300,48 Splatt Street,Swan Hill,3585
H0644,Broome Hospital,Hospital,-17.960975,122.236289,Public,Open,Western Australia,WA Country Health Service,Country WA,50,50,www.health.wa.gov.au/services/detail.cfm?Unit_ID=24,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Other surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Adenoidectomy,Anterior cruciate ligament reconstruction,Arthroscopy,Blepharoplasty,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Cone biopsy,Curettage and evacuation of uterus,Cystoscopy,Dialysis access surgery,Ectropion - correction of,Endometrial ablation,Female sterilisation,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Meniscectomy,Muscle biopsy/temporal artery biopsy,Myringoplasty/tympanoplasty,Myringotomy,Myringotomy (without insertion of grommets),Pressure equalising tubes (grommets) - insertion of,Pterygium - excision of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Septoplasty,Shoulder reconstruction,Skin lesion - excision of,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Trigger finger/thumb release,Turbinectomy,Ureteric stent - insertion of,Urethra - dilatation of,Varicose veins treatment,",510400206,0070110L,503,WA Country Health Service,Remote,66,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,08 9194 2222,Robinson Street,Broome,6725
H0754,Palmerston Regional Hospital,Hospital,-12.475079,131.004464,Public,Open,Northern Territory,Top End (NT),Northern Territory,0,0,,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Plastic surgery,Urology,","Anal fissure - repair of,Axillary node dissection,Bartholin's abscess drainage,Blepharoplasty,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Cone biopsy,Curettage and evacuation of uterus,Cystoscopy,Dialysis access surgery,Dupytren's contracture release,Endometrial ablation,Epididymal cyst - removal of,Female sterilisation,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Myringoplasty/tympanoplasty,Myringotomy,Orchidectomy,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Prostate biopsy,Pterygium - excision of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Skin lesion - excision of,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Ureteric stent - insertion of,Urethra - dilatation of,",717100076,0,701,Top End (NT),Outer Regional,66,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,,,,
H0553,Port Lincoln Health Service,Hospital,-34.72408,135.850201,Public,Open,South Australia,Country Health SA,Country SA,0,0,,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Adenoidectomy,Anterior cruciate ligament reconstruction,Arthroscopy,Blepharoplasty,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Cystoscopy,Dupytren's contracture release,Ectropion - correction of,Endometrial ablation,Epididymal cyst - removal of,Female sterilisation,Functional endoscopic sinus surgery,Ganglion - excision of,Haemorrhoidectomy,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Myringoplasty/tympanoplasty,Myringotomy,Myringotomy (without insertion of grommets),Nasal cautery,Nerve decompression,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Prostate biopsy,Prostatectomy (transurethral or open),Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Septoplasty,Thyroidectomy/hemi-thyroidectomy,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Trigger finger/thumb release,Vaginal repair - anterior/posterior,Varicose veins treatment,",41EY00202,0,404,Country Health SA,Remote,67,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,08 8683 2200,39 Oxford Terrace,Port Lincoln,5606
H0022,Tresillian Care Centres,Hospital,-33.918732,151.097526,Public,Open,New South Wales,Sydney,Central and Eastern Sydney,50,50,www.tresillian.net/,,,1170A2340,0010350F,102,Sydney,Major Cities,68.6,Early parenting centres,Yes,Yes,No,No,Yes,Block-funded hospital,,,,
H0440,Warwick Hospital,Hospital,-28.224275,152.017983,Public,Open,Queensland,Darling Downs,Darling Downs and West Moreton,50,99,www.health.qld.gov.au/services/darlingdowns/ddowns-warwick-hs.asp,"General surgery,Gynaecology,Urology,","Breast lump - excision and/or biopsy,Carpal tunnel release,Cholecystectomy (open/laparoscopic),Circumcision,Cone biopsy,Cystoscopy,Epididymal cyst - removal of,Female sterilisation,Haemorrhoidectomy,Herniorrhaphy,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Myomectomy,Prostate biopsy,Prostatectomy (transurethral or open),Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Skin lesion - excision of,Toenail surgery,Vaginal repair - anterior/posterior,",310000105,0,325,Darling Downs,Inner Regional,69,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital,07 4660 3900,56 Locke Street,Warwick,4370
H0576,Port Pirie Regional Health Service,Hospital,-33.177339,138.005533,Public,Open,South Australia,Country Health SA,Country SA,50,99,www.sahealth.sa.gov.au/PtPiriehospital,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Plastic surgery,Urology,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Anterior cruciate ligament reconstruction,Arthroscopy,Bartholin's cyst - removal of,Bladder neck incision,Blepharoplasty,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Chalazion - excision of,Cholecystectomy (open/laparoscopic),Circumcision,Cone biopsy,Curettage and evacuation of uterus,Cystoscopy,Diathermy of wart/s,Dupytren's contracture release,Endometrial ablation,Epididymal cyst - removal of,Female sterilisation,Functional endoscopic sinus surgery,Ganglion - excision of,Haemorrhoidectomy,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hydrocele - repair of,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Myringotomy,Myringotomy (without insertion of grommets),Nasal cautery,Nasal polypectomy,Nerve decompression,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Prostatectomy (transurethral or open),Pterygium - excision of,Rotator cuff - repair of,Septoplasty,Shoulder reconstruction,Skin lesion - excision of,Tendon release,Tonsillectomy (with or without adenoidectomy),Total hip replacement,Total knee replacement,Vaginal repair - anterior/posterior,",41MN00205,0,404,Country Health SA,Outer Regional,69,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,08 8638 4500,Alexander Street,Port Pirie,5540
H0113,Ballina District Hospital,Hospital,-28.863525,153.564013,Public,Open,New South Wales,Northern NSW,North Coast,50,99,,"Ear, nose and throat surgery,General surgery,Gynaecology,Paediatric surgery,Urology,","Anal fissure - repair of,Bartholin's abscess drainage,Bladder neck incision,Breast lump - excision and/or biopsy,Breast prosthesis - removal of,Carpal tunnel release,Cholecystectomy (open/laparoscopic),Circumcision,Curettage and evacuation of uterus,Cystectomy,Cystoscopy,Dialysis access surgery,Epididymal cyst - removal of,Female sterilisation,Ganglion - excision of,Haemorrhoidectomy,Herniorrhaphy,Hydrocele - repair of,Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Mastectomy,Myringotomy,Parotidectomy/submandibular gland - excision of,Pharynx - excision of,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Scar revision,Skin lesion - excision of,Stone/s urinary tract - removal of,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Ureteric stent - insertion of,Vaginal repair - anterior/posterior,Varicose veins treatment,",1181H2010,0010580L,111,Northern NSW,Inner Regional,69.8,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,,,,
H0032,Bowral Hospital,Hospital,-34.485043,150.423796,Public,Open,New South Wales,South Western Sydney,South Western Sydney,50,99,,"General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Other surgery,Paediatric surgery,","Acromioplasty/arthroscopy shoulder/sub acromial decompression,Anterior cruciate ligament reconstruction,Arthrodesis,Arthroscopy,Bartholin's abscess drainage,Breast lump - excision and/or biopsy,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Colectomy/anterior resection/large bowel resection,Curettage and evacuation of uterus,Cystoscopy,Dacryocystorhinostomy,Dialysis access surgery,Diathermy of wart/s,Dupytren's contracture release,Endometrial ablation,Exostosis - excision of,Female sterilisation,Fracture non-union - treatment of,Ganglion - excision of,Haemorrhoidectomy,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hysterectomy (abdominal/vaginal/laparoscopic),Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Laparoscopy,Large loop excision of the transformation zone cervix (LLETZ),Mastectomy,Myomectomy,Osteotomy,Pilonidal sinus surgery,Pterygium - excision of,Rotator cuff - repair of,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,Shoulder joint replacement,Shoulder reconstruction,Skin lesion - excision of,Stress incontinence surgery,Tendon release,Toenail surgery,Total hip replacement,Total knee replacement,Trigger finger/thumb release,Vaginal repair - anterior/posterior,",1171N2190,0010690H,103,South Western Sydney,Inner Regional,70.7,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,02 4861 0200,Lot 3 Mona Road,Bowral,2576
H0031,Braeside Hospital,Hospital,-33.861917,150.902192,Public,Open,New South Wales,South Western Sydney,South Western Sydney,50,99,,,,1171D2280,0012830W,103,South Western Sydney,Major Cities,71.7,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital,02 9616 8600,340 Prairie Vale Road,Prairiewood,2176
H0233,Western District Health Service [Hamilton],Hospital,-37.736495,142.030606,Public,Open,Victoria,Western District Health Service (Vic),Western Victoria,50,99,www.wdhs.net/campuses/hbh/index.html,,,210101071,0,282,Western District Health Service (Vic),Inner Regional,72,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital,03 5551 8222,20 Foster Street,Hamilton,3300
H0356,Golf Links Road Rehabilitation Centre,Hospital,-38.173447,145.149769,Public,Open,Victoria,Peninsula Health (Vic),South Eastern Melbourne,50,99,www.peninsulahealth.org.au/locations/golf-links-road-rehabilitation-centre/,,,210904083,0,270,Peninsula Health (Vic),Major Cities,74,Mixed subacute and non-acute,Yes,Yes,No,No,No,Activity-based funded hospital,03 9783 7277,125 Golf Links Road,Frankston,3199
H0343,Rosebud Hospital,Hospital,-38.362168,144.884899,Public,Open,Victoria,Peninsula Health (Vic),South Eastern Melbourne,50,99,,,,210901250,0,270,Peninsula Health (Vic),Major Cities,75,Public acute group B,Yes,Yes,Yes,No,Yes,Activity-based funded hospital,03 5986 0666,1527 Point Nepean Road,Rosebud,3939
H0061,Lithgow Hospital,Hospital,-33.498751,150.127701,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,50,50,www.nbmlhd.health.nsw.gov.au/Lithgow-Hospital/Lithgow-Health-Service,"Ear, nose and throat surgery,General surgery,Gynaecology,Ophthalmology,Orthopaedic surgery,Other surgery,Paediatric surgery,Urology,","Adenoidectomy,Anterior cruciate ligament reconstruction,Arthroscopy,Breast lump - excision and/or biopsy,Bunion (hallux valgus) - removal of,Carpal tunnel release,Cataract extraction (with or without intra-ocular lens insertion),Cholecystectomy (open/laparoscopic),Circumcision,Curettage and evacuation of uterus,Cystoscopy,Diathermy of wart/s,Dupytren's contracture release,Ectropion - correction of,Functional endoscopic sinus surgery,Ganglion - excision of,Hammer/claw/mallet toe - correction of,Herniorrhaphy,Hydrocele - repair of,Hysteroscopy, dilatation and curettage,Inguinal herniotomy/herniorrhaphy,Large loop excision of the transformation zone cervix (LLETZ),Lingual or maxillary frenulum surgery,Meniscectomy,Myringotomy,Nasal polypectomy,Nerve decompression,Orchidopexy,Osteotomy,Parotidectomy/submandibular gland - excision of,Pilonidal sinus surgery,Pressure equalising tubes (grommets) - insertion of,Prostate biopsy,Prostatectomy (transurethral or open),Pterygium - excision of,Rotator cuff - repair of,Scar revision,Septoplasty,Skin lesion - excision of,Tendon release,Toenail surgery,Tonsillectomy (with or without adenoidectomy),Trigger finger/thumb release,Vaginal repair - anterior/posterior,",1175L2130,0011600W,105,Nepean Blue Mountains,Inner Regional,77.7,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital,02 6350 2300,2 Col Drewe Drive,Lithgow,2790
